_id,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CAT_DESC,UNIT_TYPE,CATEGORY_CLASS,CAT_GRP,IN_SERV_DT,STATUS_DESC,CLASS2,HIGH_PRIORITY,OWNER_DIVISION,REF_DIVISION,SEASONAL,AVAILABILITY_YTD
3302,237287,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-07-15,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.7663944892473118
3303,237288,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-09-25,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9246331765232975
3304,237289,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-06-11,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8097043010752688
3305,237290,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-01-21,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.7801780913978495
3306,237291,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-08-13,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.4435388664874552
3307,237292,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-03-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.46456429211469535
3308,237293,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-03-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8848891129032258
3309,237294,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-03-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.17444220430107524
3310,237295,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-08-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0
3311,237296,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-09-02,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9715260976702509
3312,237297,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-09-03,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9280219534050179
3313,237298,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2026-03-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8326822916666666
3314,237299,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-01-28,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8611307123655914
3315,237300,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2025-02-24,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.4667215501792116
3316,237301,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2026-01-20,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8328729166666667
3317,237307,2025,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2026-03-13,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.7641105769230769
3318,237312,2026,MACK,LR64E,9CX8NFCZZZ,PACK-AUTOSIDELCO-27CUYD CL8 6X4 5Y CNG,HEAVY DUTY,CLASS8,TRUCK-SLOAD,2026-03-13,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8461538461538461
3319,248006,2023,TITAN,TRAILER,4DPHOTZZZZ,TRL-DMP-VTA-O-45-60 HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-DMP-VTA,2023-05-08,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.7645670922939067
3320,248007,2023,TITAN,TRAILER,4DPHOTZZZZ,TRL-DMP-VTA-O-45-60 HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-DMP-VTA,2023-06-12,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9692747535842294
3321,248008,2023,TITAN,TRAILER,4DPHOTZZZZ,TRL-DMP-VTA-O-45-60 HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-DMP-VTA,2023-06-12,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8904681899641577
3322,248009,2026,TITAN,TRAILER,4DPHOTZZZZ,TRL-DMP-VTA-O-45-60 HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-DMP-VTA,2025-05-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9182851702508961
3323,248010,2026,TITAN,TRAILER,4DPHOTZZZZ,TRL-DMP-VTA-O-45-60 HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-DMP-VTA,2025-05-27,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9811407930107526
3324,250040,2017,TITAN,53-4-TWVF-OT,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2016-12-12,Replacement Program,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8510959901433692
3325,250041,2017,TITAN,53-4-TWVF-OT,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2016-12-12,Replacement Program,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.962566644265233
3326,250042,2017,TITAN,53-4-TWVF-OT,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2016-12-12,Replacement Program,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9910999103942653
3327,250043,2017,TITAN,53-4-TWVF-OT,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-03-24,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9249271953405018
3328,250044,2017,TITAN,53-4-TWVF-OT,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-06-19,Replacement Program,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.878990255376344
3329,250045,2019,TITAN,53-3-TW-WF,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2019-07-18,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.6789896953405018
3330,250046,2019,TITAN,53-3-TW-WF,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2019-07-18,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8076590501792115
3331,250047,2019,TITAN,53-3-TW-WF,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2019-07-18,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.7168682795698925
3332,250048,2019,TITAN,53-3-TW-WF,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2019-07-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9549109543010752
3333,250049,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-11-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9638860887096774
3334,250050,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-12-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9022653449820789
3335,250051,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-11-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9258243727598566
3336,250052,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-11-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9746018145161289
3337,250053,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-12-08,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9556591621863799
3338,250054,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-11-14,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9786878360215054
3339,250055,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-11-06,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9518637992831541
3340,250056,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-11-06,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9644864471326166
3341,250057,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2022-12-06,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9303685035842294
3342,250058,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-05-11,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.951558579749104
3343,250059,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-05-17,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.7956563620071685
3344,250060,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-05-17,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8965725806451613
3345,250061,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-05-17,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9839622535842294
3346,250062,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-05-31,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9646482974910394
3347,250063,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-06-05,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.953755600358423
3348,250064,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-06-05,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9674635976702509
3349,250065,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-06-05,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.5958523745519713
3350,250066,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-11-06,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8931356406810036
3351,250507,2019,TITAN,53-4-TW-WF-CT,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2019-07-18,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8046242159498208
3352,250508,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-07-13,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8880645161290323
3353,250509,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-08-24,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9170452508960573
3354,250510,2022,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,OTHER,TRAILER,TRL-VAN/TANK,2023-08-24,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9663508064516129
3355,250511,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-04-17,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8487864023297491
3356,250512,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.87493895609319
3357,250513,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.747035170250896
3358,250514,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.927097894265233
3359,250523,2015,TITAN,TRAILER,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2015-10-01,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8548387096774194
3360,250524,2015,TITAN,TRAILER,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2015-10-05,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9354838709677419
3361,250525,2015,TITAN,TRAILER,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2015-10-05,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
3362,250526,2017,TITAN,53-4-TW-VF,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-01-25,Replacement Program,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8057190860215053
3363,250527,2017,TITAN,53-4-TW-VF,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-06-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9592741935483872
3364,250528,2017,TITAN,53-4-TW-VF,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-06-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.6744158826164874
3365,250529,2019,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2018-09-26,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
3366,250530,2019,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2018-09-26,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
3367,250531,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.7936340725806451
3368,250532,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9762113575268817
3369,250533,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9471891801075268
3370,250534,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
3371,250535,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-05-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9496219758064516
3372,250536,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.6871270161290323
3373,266026,1990,EZ LOADER,SPRINT 1200,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2004-12-24,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3374,266035,2005,MILANO,DECK BETWEEN,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2005-11-24,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3375,266060,2009,J.D.J TRAI,GDL,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2013-02-27,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.7992265905017921
3376,266061,2014,CANADA,CANA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2014-09-30,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3377,266062,2014,CANADA,CANA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2014-10-01,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1
3378,266068,2017,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2016-12-20,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3379,266069,2017,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2017-01-04,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3380,266070,2017,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2016-12-21,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3381,266071,2019,WEBE,ECA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-10-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.838588149641577
3382,266072,2019,WEBE,ECA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2018-11-28,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1
3383,266073,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-04,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1
3384,266074,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-04,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1
3385,266075,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1
3386,266076,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9932655689964158
3387,266077,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9733809363799283
