_id,UNIT_NO,YEAR,MAKE,MODEL,Specialized units,REF_USING_DIV,Utilization
1129,005014,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1130,005015,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1131,005016,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1132,005017,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1133,005018,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1134,005019,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1135,005020,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1136,005021,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1137,005022,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1138,005023,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1139,005024,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1140,005025,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1141,005026,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1142,005027,2022,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1143,005028,2024,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1144,005029,2024,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1145,005030,2023,FORD,INTERCEPTOR UTILITY,No,TORONTO HOUSING COMPANY,Not Underutilized
1146,005031,2023,FORD,INTERCEPTOR UTILITY,No,TORONTO HOUSING COMPANY,Not Underutilized
1147,005032,2024,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1148,005033,2024,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1149,005034,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1150,005035,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1151,005036,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1152,005037,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1153,005038,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1154,005039,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1155,005040,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1156,005041,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1157,005042,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1158,005043,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1159,005044,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1160,005045,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1161,005046,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1162,005047,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1163,005048,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1164,005049,2025,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1165,005057,2026,FORD,INTERCEPTOR,No,TORONTO HOUSING COMPANY,Not Underutilized
1166,007034,2017,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1167,007035,2017,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1168,007036,2017,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1169,007037,2017,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1170,007038,2017,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1171,007039,2017,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1172,007042,2019,FORD,INTERCEPTOR,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1173,007043,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1174,007044,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1175,007045,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1176,007046,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1177,007047,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1178,007048,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1179,007049,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1180,007050,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1181,007051,2019,DODGE,CHARGER PURSUIT,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1182,041284,2018,FORD,ESCAPE,No,TORONTO HOUSING COMPANY,Not Underutilized
1183,041285,2018,FORD,ESCAPE,No,TORONTO HOUSING COMPANY,Not Underutilized
1184,041432,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1185,041433,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1186,041434,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1187,041435,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1188,041436,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Underutilized
1189,041437,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1190,041438,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1191,041439,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1192,041440,2023,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1193,041452,2022,CHEVROLET,EQUINOX,No,TORONTO HOUSING COMPANY,Not Underutilized
1194,041566,2025,FORD,EXPLORER,No,TORONTO HOUSING COMPANY,Not Underutilized
1195,043266,2014,DODGE,RAM 1500,No,TORONTO HOUSING COMPANY,Not Underutilized
1196,043271,2017,DODGE,RAM 1500,No,TORONTO HOUSING COMPANY,Not Underutilized
1197,043272,2017,DODGE,RAM 1500,No,TORONTO HOUSING COMPANY,Underutilized
1198,043273,2017,DODGE,RAM 1500,No,TORONTO HOUSING COMPANY,Not Underutilized
1199,043274,2017,DODGE,RAM 1500,No,TORONTO HOUSING COMPANY,Not Underutilized
1200,043279,2019,DODGE,RAM 1500,No,TORONTO HOUSING COMPANY,Not Underutilized
1201,044091,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO HOUSING COMPANY,Not Underutilized
1202,044092,2020,DODGE,RAM 1500 (TRADESMAN),No,TORONTO HOUSING COMPANY,Not Underutilized
1203,046031,2024,FORD,RANGER,No,TORONTO HOUSING COMPANY,Not Underutilized
1204,046032,2024,FORD,RANGER,No,TORONTO HOUSING COMPANY,Not Underutilized
1205,046033,2024,FORD,RANGER,No,TORONTO HOUSING COMPANY,Not Underutilized
1206,046034,2024,FORD,RANGER,No,TORONTO HOUSING COMPANY,Not Underutilized
1207,046047,2024,FORD,RANGER,No,TORONTO HOUSING COMPANY,Not Underutilized
1208,046048,2024,FORD,MAVERICK,No,TORONTO HOUSING COMPANY,Not Underutilized
1209,050086,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TORONTO HOUSING COMPANY,Not Underutilized
1210,050175,2022,FORD,F150,No,TORONTO HOUSING COMPANY,Not Underutilized
1211,051026,2023,FORD,RANGER,No,TORONTO HOUSING COMPANY,Not Underutilized
1212,051034,2023,CHEVROLET,COLORADO,No,TORONTO HOUSING COMPANY,Not Underutilized
1213,064174,2017,FORD,F250 4X4,No,TORONTO HOUSING COMPANY,Not Underutilized
1214,064176,2019,FORD,F250 4X4,No,TORONTO HOUSING COMPANY,Not Underutilized
1215,064178,2019,DODGE,RAM 2500,No,TORONTO HOUSING COMPANY,Not Underutilized
1216,064182,2021,DODGE,RAM 2500,No,TORONTO HOUSING COMPANY,Not Underutilized
1217,064197,2023,DODGE,RAM 2500,No,TORONTO HOUSING COMPANY,Not Underutilized
1218,064198,2023,DODGE,RAM 2500,Yes,TORONTO HOUSING COMPANY,Underutilized
1219,064199,2023,DODGE,RAM 2500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1220,064207,2024,FORD,F250 4X4,No,TORONTO HOUSING COMPANY,Not Underutilized
1221,064208,2024,FORD,F250 4X4,No,TORONTO HOUSING COMPANY,Not Underutilized
1222,067059,2019,FORD,F250 4X4,No,TORONTO HOUSING COMPANY,Underutilized
1223,094115,2019,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1224,094122,2020,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Underutilized
1225,094123,2020,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1226,094129,2021,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1227,094130,2021,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1228,094131,2021,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1229,094133,2022,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1230,094134,2022,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1231,094135,2022,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1232,094136,2022,FORD,TRANSIT CONN,No,TORONTO HOUSING COMPANY,Not Underutilized
1233,095139,2016,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1234,095153,2018,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1235,095154,2018,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1236,095155,2018,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1237,095156,2018,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1238,095157,2018,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1239,095161,2019,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1240,095163,2020,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1241,095164,2020,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1242,095214,2022,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1243,095218,2023,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1244,095219,2023,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1245,095220,2023,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1246,095221,2023,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Underutilized
1247,095222,2023,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1248,095223,2023,FORD,TRANSIT CONN,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1249,095232,2024,DODGE,GRAND CARAVA,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1250,095233,2024,DODGE,GRAND CARAVA,Yes,TORONTO HOUSING COMPANY,Underutilized
1251,095234,2024,DODGE,GRAND CARAVA,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1252,095235,2024,DODGE,GRAND CARAVA,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1253,095241,2025,DODGE,GRAND CARAVA,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1254,111054,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1255,111055,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1256,111056,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1257,111057,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1258,111058,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1259,111059,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1260,111060,2016,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1261,111069,2017,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1262,111070,2017,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1263,111072,2017,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1264,111073,2017,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1265,111074,2017,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1266,111075,2017,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1267,111079,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1268,111080,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1269,111081,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1270,111082,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1271,111083,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1272,111084,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1273,111085,2018,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1274,111094,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1275,111095,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1276,111096,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1277,111097,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1278,111098,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Underutilized
1279,111099,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1280,111100,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1281,111101,2019,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1282,111102,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1283,111103,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1284,111104,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1285,111105,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1286,111106,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1287,111107,2021,DODGE,RAM 1500 PRO MASTER,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1288,111108,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1289,111109,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1290,111110,2021,DODGE,RAM PROMASTER 1500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1291,111124,2024,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1292,111125,2024,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1293,115024,2019,FORD,TRANSIT 350,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1294,115025,2019,FORD,TRANSIT 350,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1295,127014,2020,FORD,TRANSIT 150,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1296,201007,2016,CHEVROLET,EXPRESS 3500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1297,201008,2016,CHEVROLET,EXPRESS 3500,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1298,095117,2014,FORD,TRANSIT CONN,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1299,095118,2014,FORD,TRANSIT CONN,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1300,095119,2014,FORD,TRANSIT CONN,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1301,095120,2014,FORD,TRANSIT CONN,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1302,095217,2023,FORD,TRANSIT CONN,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1303,111061,2017,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1304,111062,2016,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1305,111063,2017,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1306,111076,2017,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1307,111077,2017,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1308,111078,2017,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1309,111087,2018,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1310,111088,2018,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1311,111089,2018,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1312,111090,2018,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1313,111091,2018,FORD,TRANSIT 150,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1314,114044,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1315,114045,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1316,114046,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1317,114047,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1318,114058,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1319,114059,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1320,114060,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1321,114061,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1322,114062,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1323,114064,2023,FORD,TRANSIT 350 ELEC,Yes,TORONTO PUBLIC LIBRARY,Not Underutilized
1324,003231,2017,CHEVROLET,BOLT EV,No,TORONTO WATER,Underutilized
1325,003235,2019,CHEVROLET,IMPALA,No,TORONTO WATER,Underutilized
1326,003261,2020,CHEVROLET,BOLT EV,No,TORONTO WATER,Not Underutilized
1327,003262,2020,CHEVROLET,BOLT EV,No,TORONTO WATER,Underutilized
1328,003263,2020,CHEVROLET,BOLT EV,No,TORONTO WATER,Underutilized
1329,003264,2020,CHEVROLET,MALIBU,No,TORONTO WATER,Not Underutilized
1330,003296,2020,CHEVROLET,BOLT EV,No,TORONTO WATER,Not Underutilized
1331,003321,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Not Underutilized
1332,003322,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Not Underutilized
1333,003324,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Not Underutilized
1334,003325,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Not Underutilized
1335,003326,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Underutilized
1336,003333,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Not Underutilized
1337,003335,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Not Underutilized
1338,003337,2022,FORD,MUSTANG MACH-E,No,TORONTO WATER,Underutilized
1339,003394,2023,CHEVROLET,BOLT EUV,No,TORONTO WATER,Underutilized
1340,041182,2016,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1341,041189,2016,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1342,041225,2017,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1343,041226,2017,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1344,041227,2017,FORD,ESCAPE,No,TORONTO WATER,Underutilized
1345,041228,2017,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1346,041229,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1347,041230,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1348,041231,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1349,041232,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1350,041233,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1351,041234,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1352,041236,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1353,041237,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1354,041238,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1355,041239,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1356,041240,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1357,041241,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1358,041242,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1359,041243,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1360,041244,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1361,041245,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1362,041246,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1363,041247,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1364,041248,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1365,041249,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1366,041250,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1367,041251,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1368,041252,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1369,041253,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1370,041254,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1371,041255,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1372,041256,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1373,041257,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1374,041258,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1375,041259,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1376,041260,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1377,041261,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1378,041262,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1379,041263,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1380,041264,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1381,041296,2019,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1382,041297,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1383,041298,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1384,041300,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1385,041301,2018,FORD,ESCAPE,No,TORONTO WATER,Not Underutilized
1386,041372,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1387,041373,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1388,041374,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1389,041375,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1390,041376,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1391,041378,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1392,041379,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1393,041380,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1394,041381,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1395,041382,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1396,041383,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1397,041384,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1398,041385,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1399,041386,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1400,041387,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1401,041388,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1402,041389,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1403,041390,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1404,041391,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1405,041392,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1406,041393,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1407,041394,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1408,041395,2020,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1409,041406,2021,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1410,041407,2021,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1411,041414,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1412,041415,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Underutilized
1413,041416,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Underutilized
1414,041417,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1415,041418,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1416,041442,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1417,041443,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1418,041444,2022,CHEVROLET,EQUINOX,No,TORONTO WATER,Not Underutilized
1419,041512,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
1420,041513,2024,CHEVROLET,EQUINOX EV,No,TORONTO WATER,Not Underutilized
